,,,,,,,,,,,,,,居酒屋,日本料理・郷土料理,すし・魚料理・シーフード,鍋,焼肉・ホルモン,焼き鳥・肉料理・串料理,和食,お好み焼き・粉物,ラーメン・麺料理,中華,イタリアン・フレンチ,洋食,欧米・各国料理,カレー,アジア・エスニック料理,オーガニック・創作料理,ダイニングバー・バー・ビアホール,お酒,カフェ・スイーツ,宴会・カラオケ・エンターテイメント,ファミレス・ファーストフード,その他の料理
140,g398548,美食米門 渋谷店 ビアガーデンテラス,35.658797,139.702178,〒150-0042 東京都渋谷区宇田川町15-1 渋谷パルコパート1 8F,http://mobile.gnavi.co.jp/shop/g398548/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/5xuf6c710000/t_04p4.jpg,http://uds.gnst.jp/rest/img/5xuf6c710000/t_04p4.jpg,月～金 ランチ：11:00～15:30(L.O.15:00)<BR>土・日・祝 11:00～15:00(L.O.14:30)<BR>月～日 ディナー：17:30～23:30(L.O.22:00),不定休日あり<BR>※(渋谷パルコパート1に準ずる)  ※年末年始の営業日・営業時間は変わる事がございますので詳細は店舗までお問い合わせ下さい。,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",4000,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141,gern000,原宿 MAHALO～マハロ～ ,35.667711,139.707453,〒150-0001 東京都渋谷区神宮前1-15-4 バルビゾン76,http://mobile.gnavi.co.jp/shop/gern000/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/et3tvbha0000/t_001e.jpg,{}, 11:30～18:00、18:00～22:00(18時以降は完全予約制の貸切営業のみになります。),不定休日あり,"{'note': {}, 'line': 'ＪＲ', 'walk': '2', 'station': '原宿駅', 'station_exit': '竹下口'}",2000,914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
142,a350601,本格焼肉・韓国家庭料理 吾照里 渋谷本館,35.656772,139.701092,〒150-0043 東京都渋谷区道玄坂2-29-18 才藤第2ビル3F,http://mobile.gnavi.co.jp/shop/a350601/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ebdxwt9y0000/t_004w.jpg,http://uds.gnst.jp/rest/img/ebdxwt9y0000/t_004x.jpg, 11:30～23:30(L.O.22:45、ドリンクL.O.23:00)(土日祝日 23時まで)、ランチ：11:30～17:00(土日祝日 ～15時),無<BR>年末年始（2016年1月1日）,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': {}}",3500,1600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
143,gdps200,焼肉個室 渋谷の房総ホルモン ,35.654828,139.697703,〒150-0044 東京都渋谷区円山町7-11 梅北ビル1F,http://mobile.gnavi.co.jp/shop/gdps200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ez4atjxd0000/t_001q.jpg,http://uds.gnst.jp/rest/img/ez4atjxd0000/t_000w.jpg,月～日 ディナー：17:30～翌2:00(L.O.1:30),不定休日あり<BR>年末年始（2015年12月31日～2016年1月1日）,"{'note': {}, 'line': '東急田園都市線', 'walk': '5', 'station': '渋谷駅', 'station_exit': {}}",3000,1372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,g132500,Corn－Barley 渋谷,35.654717,139.703108,〒150-0043 東京都渋谷区道玄坂1-3-6,http://mobile.gnavi.co.jp/shop/g132500/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/4awb7eeb0000/t_00fa.jpg,http://uds.gnst.jp/rest/img/4awb7eeb0000/t_00fd.jpg,金・祝前日 17:00～翌5:00<BR>月～木・土・日 17:00～翌4:00,不定休日あり<BR>年末年始（2015年12月31日～2016年1月3日）,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': {}}",3000,1372,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
145,gehw302,freehand AOYAMA,35.659656,139.712681,〒150-0001 東京都渋谷区神宮前5-51-8 La Porte AOYAMA B1,http://mobile.gnavi.co.jp/shop/gehw302/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/d7ze9bec0000/t_0004.jpg,http://uds.gnst.jp/rest/img/d7ze9bec0000/t_0019.jpg, ランチ・ディナー：11:30～翌4:30,年中無休,"{'note': {}, 'line': '地下鉄千代田線', 'walk': '3', 'station': '表参道駅', 'station_exit': 'B2番出口'}",3500,1600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
146,a660212,ビストロTIKA 渋谷宮益坂店,35.656433,139.707311,〒150-0002 東京都渋谷区渋谷2-19-17,http://mobile.gnavi.co.jp/shop/a660212/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/j7r6t05n0000/t_000n.jpg,{}, ディナー：17:30～24:00(L.O.23:20、ドリンクL.O.23:30),年中無休<BR>※12/31と1/1はお正月休み,"{'note': {}, 'line': 'ＪＲ', 'walk': '2', 'station': '渋谷駅', 'station_exit': {}}",3000,1372,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147,a955405,陳家私菜 渋谷店,35.659772,139.702636,〒150-0041 東京都渋谷区神南1-16-3 ブルーヴァールビルB1,http://mobile.gnavi.co.jp/shop/a955405/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日・祝前日・祝日 ランチ：11:30～15:00(L.O.14:30)<BR>月～日・祝前日・祝日 ディナー：16:30～23:30(L.O.22:45),無<BR>年末年始（2015年12月31日～2016年1月3日）,"{'note': {}, 'line': 'ＪＲ', 'walk': '4', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",2500,1143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,gam3104,NAPOLI 渋谷宮益坂,35.657789,139.709244,〒150-0002 東京都渋谷区渋谷1-5-6 ラコリーナ渋谷B1,http://mobile.gnavi.co.jp/shop/gam3104/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/eg632n6g0000/t_007d.jpg,http://uds.gnst.jp/rest/img/eg632n6g0000/t_007e.jpg, ランチ・カフェ：11:00～15:00、ディナー：17:00～23:00(L.O.22:00、ドリンクL.O.22:30),不定休日あり<BR>年末年始（2016年12月30日～2017年1月2日）,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",3500,1600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
149,g805703,揚州飯店 渋谷店,35.657383,139.699414,〒150-8019 東京都渋谷区道玄坂2-24-1 東急百貨店本店8F,http://mobile.gnavi.co.jp/shop/g805703/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/3p4y90c90000/t_007r.jpg,http://uds.gnst.jp/rest/img/3p4y90c90000/t_007s.jpg,月～日 11:00～22:30(L.O.21:45),※元日,"{'note': {}, 'line': 'ＪＲ', 'walk': '10', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",5000,2286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,g384417,まる ‐HIKARIEN‐ 渋谷本店,35.653894,139.705064,〒150-0031 東京都渋谷区桜丘町1-5 大沼ビルB1,http://mobile.gnavi.co.jp/shop/g384417/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/8pmr890s0000/t_000f.jpg,http://uds.gnst.jp/rest/img/8pmr890s0000/t_000w.jpg, 17:00～翌5:00,年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '2', 'station': '渋谷駅', 'station_exit': '西口'}",2000,914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,g080507,茶洒 金田中 ,35.662392,139.713867,〒107-0061 東京都港区北青山3-6-1 oak omotesando2F,http://mobile.gnavi.co.jp/shop/g080507/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/1smtf9sk0000/t_0050.jpg,http://uds.gnst.jp/rest/img/1smtf9sk0000/t_0036.jpg,月～日 ランチ：11:30～14:00<BR>月～日 ディナー：14:00～22:00(L.O.20:30),不定休日あり,"{'note': {}, 'line': '地下鉄銀座線', 'walk': '1', 'station': '表参道駅', 'station_exit': {}}",8000,3658,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
152,gew9900,CITRUS‐シトラス‐ 青山・外苑前店,35.666067,139.718569,〒107-0061 東京都港区北青山3-2-1 2F,http://mobile.gnavi.co.jp/shop/gew9900/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/e3s27dzv0000/t_000p.jpg,{}, ディナー：18:00～翌2:00,無,"{'note': {}, 'line': '地下鉄銀座線', 'walk': '4', 'station': '外苑前駅', 'station_exit': '3番出口'}",3500,1600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
153,a116903,博多串焼もつ鍋 よだれ屋 渋谷桜丘町,35.652986,139.704286,〒150-0031 東京都渋谷区桜丘町17-10 MCDビル1F,http://mobile.gnavi.co.jp/shop/a116903/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/d8t28hnj0000/t_003j.jpg,http://uds.gnst.jp/rest/img/d8t28hnj0000/t_003k.jpg,月～土 18:00～翌2:00(L.O.1:30)<BR>日・祝日 17:00～24:00(L.O.23:30),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': '南口'}",3000,1372,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,a418521,デザイナーズ隠れ家ダイニング ballo ballo ‐バロバロ‐ 渋谷,35.658761,139.701144,〒150-0042 東京都渋谷区宇田川町12-18 東急ハンズB1,http://mobile.gnavi.co.jp/shop/a418521/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/mv7hpkr00000/t_008q.jpg,http://uds.gnst.jp/rest/img/mv7hpkr00000/t_008r.jpg, ランチ・ディナー：11:45～24:00(L.O.22:30、ドリンクL.O.23:00),不定休日あり,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",2500,1143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
155,g641716,焼肉 いのうえ 渋谷店,35.656819,139.698514,〒150-0046 東京都渋谷区松濤1-29-1 クロスロードビル3F,http://mobile.gnavi.co.jp/shop/g641716/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/cw4p2svk0000/t_009f.jpg,http://uds.gnst.jp/rest/img/cw4p2svk0000/t_009g.jpg,月～木・日 17:00～24:00<BR>金・土・祝前日 17:00～翌4:00,無<BR>年末年始（2015年12月31日～2016年1月3日）,"{'note': {}, 'line': 'ＪＲ', 'walk': '7', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",5000,2286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,gayx201,やきとり家 すみれ 渋谷宇田川町店,35.657817,139.700567,〒150-0042 東京都渋谷区宇田川町32-12 アソルティ渋谷3F,http://mobile.gnavi.co.jp/shop/gayx201/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/jk62dsn10000/t_009r.jpg,http://uds.gnst.jp/rest/img/jk62dsn10000/t_009s.jpg,月～木・日・祝日 17:00～24:00(L.O.23:30、ドリンクL.O.23:30)<BR>金・土 17:00～翌2:00(L.O.1:00、ドリンクL.O.1:30),年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '4', 'station': '渋谷駅', 'station_exit': {}}",2700,1235,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,g572212,ＴＧＩフライデーズ 原宿店,35.664586,139.709175,〒150-0001 東京都渋谷区神宮前6-3-2,http://mobile.gnavi.co.jp/shop/g572212/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/s6tjzx9m0000/t_0054.jpg,http://uds.gnst.jp/rest/img/s6tjzx9m0000/t_0055.jpg, 11:00～翌1:00(L.O.24:00、ドリンクL.O.24:30),年中無休<BR>※（建物メンテナンス日を除く）,"{'note': {}, 'line': 'ＪＲ', 'walk': '6', 'station': '原宿駅', 'station_exit': {}}",2800,1280,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
158,e156300,咲La Dining ,35.652858,139.704958,〒150-0031 東京都渋谷区桜丘町15-17 2F,http://mobile.gnavi.co.jp/shop/e156300/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/b8xurhke0000/t_008m.jpg,{},月～金 ランチ：11:30～15:00(L.O.14:30)<BR>月～土 ディナー：17:30～23:00(L.O.22:00、ドリンクL.O.22:20)<BR>月～日 モーニング：7:00～11:00(L.O.10:30),毎週日曜日 祝日<BR>※休業日の貸切予約承ります。一度お電話にてご相談下さい。  （電話予約受付 月～土◆11:00～22:00）,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': '西口'}",4000,1829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,a418506,デザイナーズ和ダイニング kawara DINING ‐瓦‐ 渋谷宇田川,35.658514,139.700694,〒150-0042 東京都渋谷区宇田川町36-6 ワールド宇田川ビル2F,http://mobile.gnavi.co.jp/shop/a418506/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/66m1ukb40000/t_007h.jpg,http://uds.gnst.jp/rest/img/66m1ukb40000/t_007i.jpg, ランチ・ディナー：11:45～24:00(L.O.22:30、ドリンクL.O.23:00),不定休日あり,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",2500,1143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
160,gcw0200,渋谷 貸切ダイニング ピカリエ本店,35.655653,139.701294,〒150-0043 東京都渋谷区道玄坂2-9-10 松本ビル7F,http://mobile.gnavi.co.jp/shop/gcw0200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/72erwcsp0000/t_0010.jpg,http://uds.gnst.jp/rest/img/72erwcsp0000/t_0011.jpg,月～日 11:00～翌5:00(L.O.4:30)(ホームページはこちら（コピペしてください）  http://kashikiri-navi.com/pikarie.html),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '2', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",2000,914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,g660901,四川風ビアホール 龍府 ,35.668139,139.723861,〒107-0062 東京都港区南青山2-12-16 石塚商事ビルB1,http://mobile.gnavi.co.jp/shop/g660901/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/c84rtyy60000/t_007d.jpg,http://uds.gnst.jp/rest/img/c84rtyy60000/t_007e.jpg,月～金 11:30～15:00、17:30～23:30<BR>土・日・祝 11:30～15:00、17:30～22:00,年中無休,"{'note': {}, 'line': '地下鉄銀座線', 'walk': '3', 'station': '外苑前駅', 'station_exit': {}}",2000,914,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162,ge27000,めがみや 居酒屋 炭火焼だいにんぐ,35.659511,139.712133,〒150-0001 東京都渋谷区神宮前5-52-2 青山オーバルビルB1,http://mobile.gnavi.co.jp/shop/ge27000/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/fgy20gpx0000/t_0000.png,{},月～金 ランチ：11:00～15:00、ディナー：17:00～23:00<BR>土・日・祝 11:00～23:00(宴会コースは、平日は17時から、土日は15時から受付),無,"{'note': {}, 'line': '地下鉄千代田線', 'walk': '2', 'station': '表参道駅', 'station_exit': {}}",2500,1143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,b749948,きんくら酒場 金の蔵 渋谷センター街店,35.658058,139.701464,〒150-0042 東京都渋谷区宇田川町13-11 KN渋谷1ビルB1,http://mobile.gnavi.co.jp/shop/b749948/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/bzh316ch0000/t_03bv.jpg,http://uds.gnst.jp/rest/img/bzh316ch0000/t_03bw.jpg,月～日 16:00～翌5:00,無,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': {}}",2000,914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,e940503,Curare ,35.667897,139.7326,〒107-0052 東京都港区赤坂7-4-12 松山1F,http://mobile.gnavi.co.jp/shop/e940503/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ruj5ky010000/t_0064.jpg,http://uds.gnst.jp/rest/img/ruj5ky010000/t_0039.jpg,月～金 ランチ：11:30～14:30(L.O.14:00)<BR>月～土 ディナー：18:00～23:00(L.O.21:30、ドリンクL.O.22:30),毎週日曜日,"{'note': {}, 'line': '地下鉄', 'walk': '7', 'station': '青山一丁目駅', 'station_exit': {}}",3500,1600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
165,b205000,名物 鉄板地鶏焼き 渋谷 鶏ます ,35.653108,139.698167,〒150-0044 東京都渋谷区円山町20-1 新大宗円山ビル1F,http://mobile.gnavi.co.jp/shop/b205000/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/g8yad4yj0000/t_00bq.jpg,http://uds.gnst.jp/rest/img/g8yad4yj0000/t_009w.jpg,月～金 ランチ：11:30～14:00、ディナー：18:00～23:00(L.O.22:00、ドリンクL.O.22:30)<BR>土・祝日 17:00～23:00(L.O.22:00、ドリンクL.O.22:30),毎週日曜日<BR>※日曜定休・貸切等応相談・年末年始,"{'note': {}, 'line': '京王井の頭線', 'walk': '3', 'station': '神泉駅', 'station_exit': {}}",4500,2058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
166,a237502,山城屋庄藏 ,35.655672,139.702517,〒150-0043 東京都渋谷区道玄坂2-6-4 熊谷商店ビル2F,http://mobile.gnavi.co.jp/shop/a237502/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/6u6x0t8p0000/t_0041.jpg,http://uds.gnst.jp/rest/img/6u6x0t8p0000/t_0042.jpg,月～日 ランチ：12:00～14:30(L.O.13:30)<BR>月～日 ディナー：17:30～23:30(L.O.22:00),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': {}}",5200,2378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,gehj300,中華食べ放題 火鍋 桂香楼 ,35.669858,139.712511,〒151-0001 東京都渋谷区神宮前2-31-7,http://mobile.gnavi.co.jp/shop/gehj300/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/22kcr2gm0000/t_003w.jpg,http://uds.gnst.jp/rest/img/22kcr2gm0000/t_0043.jpg, 11:00～24:00,年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '原宿駅', 'station_exit': {}}",2980,1363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,a350602,本格炭火焼肉・ホルモン 徳ちゃん 渋谷店,35.656772,139.701092,〒150-0043 東京都渋谷区道玄坂2-29-18 清水ビル3F,http://mobile.gnavi.co.jp/shop/a350602/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/9rer92ff0000/t_00h0.jpg,http://uds.gnst.jp/rest/img/9rer92ff0000/t_00il.jpg, ランチ：11:30～17:00(  ★ お得なランチカードご用意 ★ 炭火で焼いて食べる焼肉ランチ ★)<BR>月～土 11:30～23:30(L.O.22:30、ドリンクL.O.23:00)<BR>日・祝日 11:30～23:00(L.O.22:00、ドリンクL.O.22:30),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",3500,1600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,gcze423,バルカフェ 南青山,35.658633,139.717061,〒107-0062 東京都港区南青山5-4-31 ニッカウヰスキービルB1,http://mobile.gnavi.co.jp/shop/gcze423/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/negf2u0x0000/t_000j.jpg,http://uds.gnst.jp/rest/img/negf2u0x0000/t_000k.jpg, ディナー：17:00～23:30(L.O.22:30)、ランチ：11:30～14:30(L.O.14:00)(2016年3月12日（土）よりランチ営業開始)、カフェ：14:30～17:00,無<BR>※年末年始,"{'note': {}, 'line': '地下鉄千代田線', 'walk': '5', 'station': '表参道駅', 'station_exit': 'B1番出口'}",3500,1600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
170,gac4100,瀬戸内魚介×スペインビストロ Las Bocas,35.653947,139.710711,〒150-0002 東京都渋谷区渋谷3-2-3 帝都青山ビルB1,http://mobile.gnavi.co.jp/shop/gac4100/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/cjaznptf0000/t_005k.jpg,http://uds.gnst.jp/rest/img/cjaznptf0000/t_005l.jpg,月～日 ランチ：12:00～15:30(L.O.14:30)<BR>月～木 ディナー：18:00～翌1:00(L.O.24:00、ドリンクL.O.24:30)<BR>金 ディナー：18:00～翌3:00(L.O.2:00)<BR>土・日・祝日 ディナー：17:30～23:00(L.O.22:00),無<BR>年末年始（2015年1月1日）,"{'note': {}, 'line': 'ＪＲ', 'walk': '8', 'station': '渋谷駅', 'station_exit': {}}",5000,2286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
171,e192504,チャイニーズファン よだれ鶏 ,35.652414,139.706422,〒150-0031 東京都渋谷区桜丘町4-2 ジョイス渋谷3F,http://mobile.gnavi.co.jp/shop/e192504/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/2s4dax0s0000/t_006x.jpg,{}, ランチ：11:30～15:00、ディナー：18:00～24:00,毎週日曜日 祝日,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': '西口'}",3500,1600,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
172,a357000,とうか ,35.654417,139.701997,〒153-0043 東京都渋谷区道玄坂1-11-3 フォースワンビル2F,http://mobile.gnavi.co.jp/shop/a357000/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/r77rf1gw0000/t_007l.jpg,http://uds.gnst.jp/rest/img/r77rf1gw0000/t_007m.jpg,月～日 ディナー：17:30～翌1:00(L.O.24:00),無<BR>年末年始（2015年12月31日～2016年1月1日）,"{'note': {}, 'line': 'ＪＲ', 'walk': '2', 'station': '渋谷駅', 'station_exit': '南口'}",3300,1509,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,gdp9101,イタリア酒場 ALA 原宿,35.667942,139.711444,〒150-0001 東京都渋谷区神宮前3-26-11 原宿SHビル2F,http://mobile.gnavi.co.jp/shop/gdp9101/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/skkxg86m0000/t_0001.jpg,http://uds.gnst.jp/rest/img/skkxg86m0000/t_0002.jpg,月～日 ランチ：11:30～15:00(L.O.14:30)<BR>月～日 ディナー：18:00～24:00(L.O.23:00),毎週火曜日,"{'note': {}, 'line': 'ＪＲ', 'walk': '7', 'station': '原宿駅', 'station_exit': {}}",3500,1600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
174,g840438,芋蔵 渋谷新南口店,35.652469,139.707744,〒150-0002 東京都渋谷区渋谷3-27-11 GEMS渋谷B1,http://mobile.gnavi.co.jp/shop/g840438/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/953j10vv0000/t_0067.jpg,http://uds.gnst.jp/rest/img/953j10vv0000/t_0068.jpg,月～土 17:30～翌4:00(L.O.3:30),毎週日曜日,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': '新南口'}",3600,1646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,gdzc200,焼肉・ホルモン 炙 －ABURI－ 渋谷本店,35.658636,139.700981,〒150-0042 東京都渋谷区宇田川町12-12 シグマ第5ビル4F,http://mobile.gnavi.co.jp/shop/gdzc200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/954k73zg0000/t_001o.jpg,http://uds.gnst.jp/rest/img/954k73zg0000/t_000c.png,月～日 ランチ：11:30～15:00<BR>月～日 ディナー：15:00～24:00,無,"{'note': {}, 'line': 'ＪＲ', 'walk': '6', 'station': '渋谷駅', 'station_exit': {}}",3500,1600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
