,0,1,2,3,4,5,6,7,8,9,10
488,舞踏の国のアリス ,35.657706,139.702058,http://mobile.gnavi.co.jp/shop/e620736/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/r4stg19p0000/t_006l.jpg,月～日 ランチ：11:00～16:00(L.O.15:30)<BR>月～日 ディナー：17:00～23:30(L.O.23:00),不定休日あり<BR>その他（2016年2月3日）<BR>※※年末年始の営業日・営業時間は変わる事がございますので詳細は店舗までお問い合わせ下さい。  ※パルコ休館に伴い、2月3日(水)はお休みさせて頂きます。,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '5', 'note': {}, 'station': '渋谷駅'}",3000,1000,"['スペインバル・イタリアンバール', 'イタリアン(イタリア料理)']"
489,大衆酒場 ちばチャン 渋谷店,35.658069,139.701733,http://mobile.gnavi.co.jp/shop/gc2x015/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/424jpnpr0000/t_0000.jpg,月～日 ディナー：17:00～翌2:00(L.O.1:00),無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '3', 'note': {}, 'station': '渋谷駅'}",2700,{},"['居酒屋', {'@attributes': {'order': '1'}}]"
490,CACHE ‐カシェ‐ 青山,35.658864,139.716356,http://mobile.gnavi.co.jp/shop/g486534/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/r3xgym8y0000/t_003q.jpg,月～土 ディナー：17:00～翌5:00(L.O.4:00)<BR>日・祝日 ディナー：17:00～22:00(L.O.21:00),無<BR>※※年末年始の営業日・営業時間は変わる事がございますので詳細は店舗までお問い合わせ下さい。,"{'line': '地下鉄', 'station_exit': {}, 'walk': '3', 'note': {}, 'station': '表参道駅'}",6000,{},"['カラオケボックス', 'ピザ']"
491,和牛BAR 南青山 ,35.664897,139.730067,http://mobile.gnavi.co.jp/shop/gest500/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/py2ewbzs0000/t_000i.jpg, ランチ：11:30～15:00(L.O.14:30)、ディナー：17:00～24:00(L.O.23:00、ドリンクL.O.23:30),毎週日曜日,"{'line': '地下鉄千代田線', 'station_exit': '3番出口', 'walk': '2', 'note': {}, 'station': '乃木坂駅'}",10000,2000,"['ダイニングバー', 'ステーキ']"
492,バカ息子 長男 渋谷本店,35.658186,139.700239,http://mobile.gnavi.co.jp/shop/gdx6300/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/4rwdcy7m0000/t_0004.jpg,月～土・祝前日 ランチ：11:00～17:00(L.O.16:00)<BR>月～木 ディナー：16:00～24:00(L.O.23:30)<BR>金・土・祝前日 16:00～翌4:00(L.O.3:00)<BR>日・祝日 14:00～23:00(L.O.22:30),無,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '5', 'note': {}, 'station': '渋谷駅'}",3000,700,"['居酒屋', '焼き鳥']"
493,アイビーホール フィリア ,35.658417,139.714553,http://mobile.gnavi.co.jp/shop/gcka400/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/3vd5dvma0000/t_003x.jpg,月～金 11:00～22:00(L.O.21:30)<BR>土 11:00～21:00(L.O.20:30)<BR>日・祝日 11:00～19:00(L.O.18:00),不定休日あり<BR>※・お盆・年末年始,"{'line': '地下鉄', 'station_exit': 'B1番出口', 'walk': '5', 'note': {}, 'station': '表参道駅'}",4200,1000,"['イタリアン(イタリア料理)', 'パスタ']"
494,Stylish個室空間 SAKURA 渋谷店,35.658336,139.701406,http://mobile.gnavi.co.jp/shop/kbk5044/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/mxf9ttef0000/t_0007.jpg, 17:00～翌1:00,年中無休,"{'line': 'ＪＲ', 'station_exit': '3a出口', 'walk': '3', 'note': {}, 'station': '渋谷駅'}",3000,{},"['居酒屋', {'@attributes': {'order': '1'}}]"
495,咲かせよダイニング HI‐MAWARI,35.655283,139.701325,http://mobile.gnavi.co.jp/shop/a224401/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ppea0jak0000/t_00dz.jpg,月～土・祝前日・祝日 ディナー：17:00～翌5:00(L.O.4:00、ドリンクL.O.4:30)<BR>日 ディナー：17:00～24:00(L.O.23:00、ドリンクL.O.23:30)(営業時間外パーティ、オフィス宴会Take Outも可能です。気軽にお問合せください。),無,"{'line': '京王井の頭線', 'station_exit': '西口', 'walk': '1', 'note': {}, 'station': '渋谷駅'}",3500,{},"['スペイン料理', 'ダイニングバー']"
496,貸切パーティースペース渋谷 アイコン 渋谷道玄坂店,35.656756,139.699158,http://mobile.gnavi.co.jp/shop/e604202/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/6ue3n5gy0000/t_0039.jpg,月～日 10:00～24:00,不定休日あり,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '5', 'note': {}, 'station': '渋谷駅'}",3000,1000,"['パーティールーム・スペース', 'バンケットルーム']"
497,オーガニック＆レストラン BiOcafe（ビオカフェ）,35.658175,139.702194,http://mobile.gnavi.co.jp/shop/a237505/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/n9ns5tt00000/t_007l.jpg, 11:00～23:00(L.O.22:00、ドリンクL.O.22:30)([ランチタイム] 11:00～15:00[ティータイム]15:00～17:00  [ディナータイム] 17:00～23:00（L.O22:00）),無<BR>年末年始（2016年1月1日）,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '4', 'note': {}, 'station': '渋谷駅'}",2800,1000,"['パーティールーム・スペース', {'@attributes': {'order': '1'}}]"
498,きんくら酒場 金の蔵 渋谷東口店,35.656594,139.705814,http://mobile.gnavi.co.jp/shop/b749959/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/b5hv9ts10000/t_02zm.jpg,月～金 16:00～翌5:00、ランチ：11:30～14:00<BR>土・日・祝 14:00～翌5:00,無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '3', 'note': {}, 'station': '渋谷駅'}",2000,{},"['居酒屋', '創作和食']"
499,肉酒場 エコヒイキ 渋谷センター街店,35.657853,139.699719,http://mobile.gnavi.co.jp/shop/g375001/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～木 16:00～24:00<BR>金・祝前日 16:00～翌2:00<BR>土 14:00～翌2:00<BR>日・祝日 14:00～24:00,無,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '5', 'note': {}, 'station': '渋谷駅'}",2500,{},"['居酒屋', 'スペインバル・イタリアンバール']"
500,惣八 ,35.668194,139.719889,http://mobile.gnavi.co.jp/shop/a000503/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/b0awcj9z0000/t_0063.jpg,月～金 ランチ：11:30～14:30(L.O.14:00)<BR>月～金 ディナー：17:00～23:30(L.O.22:30、ドリンクL.O.23:00)<BR>土 ディナー：17:00～23:00(L.O.22:00、ドリンクL.O.22:30),毎週日曜日 祝日<BR>※※近隣イベントにより、日曜日・祝日も営業,"{'line': '地下鉄銀座線', 'station_exit': '3番出口', 'walk': '2', 'note': {}, 'station': '外苑前駅'}",3500,800,"['刺身・海鮮料理', '居酒屋']"
501,肉・おばんざい かぶ金とん 渋谷桜丘店,35.652689,139.70625,http://mobile.gnavi.co.jp/shop/g666205/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/gn167ep10000/t_0001.jpg,月～木・日・祝日 17:00～翌1:00(L.O.24:30)<BR>金・土・祝前日 17:00～翌3:00(L.O.2:30),不定休日あり,"{'line': 'ＪＲ', 'station_exit': '西口', 'walk': '5', 'note': {}, 'station': '渋谷駅'}",3500,{},"['居酒屋', {'@attributes': {'order': '1'}}]"
502,渋谷 Fields ,35.653267,139.704828,http://mobile.gnavi.co.jp/shop/gep0800/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/8wmfsk260000/t_006p.jpg, ランチ・ディナー：11:00～23:30,無,"{'line': 'ＪＲ', 'station_exit': '西口', 'walk': '3', 'note': {}, 'station': '渋谷駅'}",2980,800,"['メキシコ料理', 'ダイニングバー']"
503,AMERICAN HOUSE カスケード原宿店,35.666836,139.707097,http://mobile.gnavi.co.jp/shop/b730121/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ddhpfd250000/t_005g.jpg,月～金 ランチ：11:00～17:00<BR>土・日・祝 ランチ：11:00～17:00<BR> 11:00～23:00(L.O.22:00、ドリンクL.O.22:30),年中無休,"{'line': '地下鉄千代田線', 'station_exit': '3番出口', 'walk': '1', 'note': {}, 'station': '明治神宮前駅'}",3000,1000,"['アメリカ料理', 'ダイニングバー']"
504,俺の魚を食ってみろ！！ 渋谷店,35.654925,139.702572,http://mobile.gnavi.co.jp/shop/e944810/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/pwus3dpg0000/t_0000.jpg, ディナー：17:00～23:30(L.O.22:30、ドリンクL.O.23:00),不定休日あり<BR>※GW(5月4.5日は店休)、お盆、SW、正月,"{'line': '京王井の頭線', 'station_exit': '西口', 'walk': '2', 'note': {}, 'station': '渋谷駅'}",4000,{},"['居酒屋', '刺身・海鮮料理']"
505,貸切パーティー女子会 ドマーニ 渋谷 ,35.65325,139.705739,http://mobile.gnavi.co.jp/shop/a326203/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/b6cpv4n40000/t_0000.jpg,"月～木・土・日・祝前日・祝日 ディナー：17:30～23:00(L.O.22:00、ドリンクL.O.22:30)(金曜日はL,O２３：００)",不定休日あり<BR>※年中無休で頑張りますが 年末年始と夏休みは休ませて下さい！台風・大雪の時は早く帰らせて下さい！,"{'line': '京王井の頭線', 'station_exit': '西口', 'walk': '3', 'note': {}, 'station': '渋谷駅'}",3500,{},"['居酒屋', 'イタリアン(イタリア料理)']"
506,ピッツァ＆グリル SHIBUYA HOUSE,35.654775,139.702556,http://mobile.gnavi.co.jp/shop/e192501/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/f15gb8gr0000/t_00af.jpg,月～日・祝前日・祝日 ランチ・ディナー：11:30～24:00(L.O.23:00、ドリンクL.O.23:30),不定休日あり<BR>※年末年始,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '3', 'note': {}, 'station': '渋谷駅'}",3000,800,"['イタリアン(イタリア料理)', 'ピザ']"
507,ビストロ ムシャリ ,35.658339,139.701397,http://mobile.gnavi.co.jp/shop/genu300/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/dm81xx380000/t_0001.jpg, 12:00～24:00(L.O.11:11、ドリンクL.O.11:20),年中無休,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '5', 'note': {}, 'station': '渋谷駅'}",3500,{},"['ビストロ', 'スペインバル・イタリアンバール']"
508,ＧＲＥＥＮ ＧＲＩＬＬ 渋谷店,35.658733,139.705722,http://mobile.gnavi.co.jp/shop/b789601/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/hezxxe220000/t_0056.jpg,月～金 ランチ：11:30～15:30(L.O.15:00)、ディナー：17:30～23:00(L.O.22:00)<BR>土 ランチ：11:30～16:00(L.O.15:00)<BR>土 ディナー：17:00～23:00(L.O.22:00)<BR>日・祝日 ランチ：11:30～16:00(L.O.15:00)<BR>日・祝日 ディナー：17:00～22:00(L.O.21:00),不定休日あり<BR>※(cocotiに準ずる),"{'line': 'ＪＲ', 'station_exit': '東口', 'walk': '4', 'note': {}, 'station': '渋谷駅'}",3500,1200,"['イタリアン(イタリア料理)', '野菜料理']"
509,ツム ビアホフ 渋谷店,35.657997,139.70175,http://mobile.gnavi.co.jp/shop/a033613/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/1shnvehf0000/t_0089.jpg,月～金 17:00～翌5:00<BR>土 15:00～翌5:00<BR>日・祝日 ディナー：15:00～23:30,無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '3', 'note': {}, 'station': '渋谷駅'}",3500,{},"['ビアホール', 'ドイツ料理']"
510,EL CANTINA ‐エルカンティーナ‐ 青山・外苑前店,35.666594,139.717681,http://mobile.gnavi.co.jp/shop/gc80900/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/8xm8w59m0000/t_0047.jpg,月～金 ランチ：11:30～15:00(L.O.14:30)<BR>月～土 18:00～24:00(L.O.23:00),毎週日曜日 祝日,"{'line': '地下鉄銀座線', 'station_exit': {}, 'walk': '4', 'note': {}, 'station': '外苑前駅'}",3800,850,"['ダイニングバー', '居酒屋']"
511,スパイラル ,35.654925,139.697511,http://mobile.gnavi.co.jp/shop/gczv700/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/hp5pgbfb0000/t_0049.jpg,月～土 17:00～翌4:00(L.O.3:00)<BR>日・祝前日 17:00～23:00(L.O.22:00),無<BR>※不定休  （3月27日、28日 5月24日、25日は都合によりお休みさせて戴きます。）,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '5', 'note': {}, 'station': '渋谷駅'}",4500,{},"['オイスターバー', 'シーフード料理']"
512,甘太郎 渋谷センター街店 ,35.657478,139.700725,http://mobile.gnavi.co.jp/shop/g086219/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/gfht45j50000/t_02vb.jpg, 16:00～翌5:00,無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '3', 'note': {}, 'station': '渋谷駅'}",2490,{},"['居酒屋', '焼肉']"
513,三階の深呼吸 ,35.653306,139.700767,http://mobile.gnavi.co.jp/shop/g812903/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/8gz8e2530000/t_002v.jpg,月～金 20:00～翌8:00,毎週土・日曜日<BR>※土日は、貸切15名様以上であれば、ご対応させていただきます。,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '4', 'note': {}, 'station': '渋谷駅'}",4000,{},"['パーティールーム・スペース', 'お酒 その他']"
514,炭焼 牛タン 極たん牛政宗 ,35.657297,139.701306,http://mobile.gnavi.co.jp/shop/a616546/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/gj8wgmn70000/t_00p8.jpg,月～金 17:00～23:30(L.O.23:00、ドリンクL.O.23:00)<BR>土・日・祝 12:00～15:00、17:00～23:30(L.O.23:00、ドリンクL.O.23:00),無<BR>その他（2016年5月9日～2016年5月10日）<BR>※お盆・年始,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '5', 'note': {}, 'station': '渋谷駅'}",3500,1500,"['牛タン', 'もつ鍋']"
515,中華Dining Yamaのuchi 渋谷店,35.657497,139.708025,http://mobile.gnavi.co.jp/shop/a279100/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/jcm0g7hv0000/t_006f.jpg,月～金 ディナー：17:40～24:00(L.O.22:50、ドリンクL.O.23:20)(※当日の仕入れ状況により変更する場合がございますので、ご了承ください。)<BR>土 ディナー：17:40～23:00(L.O.22:00、ドリンクL.O.22:30),毎週日曜日 祝日,"{'line': 'ＪＲ', 'station_exit': '東口', 'walk': '5', 'note': {}, 'station': '渋谷駅'}",4000,800,"['中華料理', '居酒屋']"
516,本格炭火焼肉・ホルモン 徳ちゃん 渋谷店,35.656772,139.701092,http://mobile.gnavi.co.jp/shop/a350602/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/9rer92ff0000/t_00h0.jpg, ランチ：11:30～17:00(  ★ お得なランチカードご用意 ★ 炭火で焼いて食べる焼肉ランチ ★)<BR>月～土 11:30～23:30(L.O.22:30、ドリンクL.O.23:00)<BR>日・祝日 11:30～23:00(L.O.22:00、ドリンクL.O.22:30),無,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '3', 'note': {}, 'station': '渋谷駅'}",3500,800,"['焼肉', {'@attributes': {'order': '1'}}]"
517,焼鳥 とりの ,35.664428,139.720986,http://mobile.gnavi.co.jp/shop/gear900/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/nxumfae50000/t_000k.jpg,月～土 17:30～24:30(L.O.24:00),毎週日曜日,"{'line': '地下鉄銀座線', 'station_exit': {}, 'walk': '5', 'note': {}, 'station': '外苑前駅'}",4500,{},"['居酒屋', '焼き鳥']"
518,DA FIORE ,35.661833,139.710111,http://mobile.gnavi.co.jp/shop/g995100/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/1zkwkbje0000/t_003p.jpg,月～日 ランチ：12:00～15:00<BR>月～日 ディナー：18:00～24:00,不定休日あり,"{'line': '地下鉄', 'station_exit': 'A1出口', 'walk': '8', 'note': {}, 'station': '表参道駅'}",10000,{},"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
519,渋谷 TALK ,35.657756,139.70015,http://mobile.gnavi.co.jp/shop/gcm6720/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/mrxw1ubg0000/t_0026.jpg,月～土・祝前日 17:00～翌5:00<BR>日・祝日 17:00～24:00,無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '5', 'note': {}, 'station': '渋谷駅'}",3000,{},"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
520,渋谷 nob ,35.656436,139.698611,http://mobile.gnavi.co.jp/shop/gevk200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/5e659dv90000/t_003t.jpg, 18:00～翌1:30,祝日 祝前日,"{'line': '地下鉄半蔵門線', 'station_exit': '1番出口', 'walk': '5', 'note': {}, 'station': '渋谷駅'}",2600,{},"['宴会場', 'パーティールーム・スペース']"
521,てるちゃん 渋谷店,35.652961,139.707597,http://mobile.gnavi.co.jp/shop/a046207/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/eyves8vk0000/t_004x.jpg,月～金 ランチ：11:30～14:30(L.O.14:00)<BR>月～木 ディナー：16:30～24:00(L.O.23:00)<BR>金 16:30～翌1:00(L.O.24:00)<BR>土 15:00～23:00(L.O.22:00)<BR>祝日 15:00～22:00(L.O.21:00),毎週日曜日,"{'line': 'ＪＲ', 'station_exit': '新南口', 'walk': '1', 'note': {}, 'station': '渋谷駅'}",2700,800,"['豚肉料理', 'もつ焼き']"
522,ＣＡＳＡ ＤＥＬ ＢＵＥＮＯ ,35.658178,139.701572,http://mobile.gnavi.co.jp/shop/g111342/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/55wt410j0000/t_0099.jpg,月～土・祝前日 15:00～翌5:00(L.O.4:00、ドリンクL.O.4:30)<BR>日 15:00～23:30(L.O.22:30、ドリンクL.O.23:00),無<BR>※年に2回、2月8月に設備点検によるビル休館日がございます。,"{'line': 'ＪＲ', 'station_exit': 'ハチ公出口', 'walk': '5', 'note': {}, 'station': '渋谷駅'}",3000,{},"['スペイン料理', 'ビストロ']"
523,八 HACHI 南青山,35.666186,139.723414,http://mobile.gnavi.co.jp/shop/e986000/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/3zd4favs0000/t_006m.jpg,月～金 ランチ：11:30～14:00(L.O.13:30)<BR>月～土 ディナー：17:30～23:30(L.O.23:00),毎週日曜日 祝日,"{'line': '地下鉄銀座線', 'station_exit': '4a出口', 'walk': '3', 'note': {}, 'station': '外苑前駅'}",5000,850,"['居酒屋', {'@attributes': {'order': '1'}}]"
524,チーズ × 個室バル Color 渋谷店,35.658194,139.704306,http://mobile.gnavi.co.jp/shop/a058437/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/d86csjgd0000/t_00fc.jpg,月～金 12:00～翌5:00、ランチ：12:00～15:00<BR>土・日・祝 12:00～翌5:00,無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '1', 'note': {}, 'station': '渋谷駅'}",2500,1000,"['居酒屋', '焼肉']"
525,北の家族 青山店,35.668806,139.723147,http://mobile.gnavi.co.jp/shop/g076816/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/cxrgrh7b0000/t_007l.jpg,月～金 ランチ：11:30～14:30(L.O.13:45、ドリンクL.O.14:10)、ディナー：17:00～23:30(L.O.22:45、ドリンクL.O.22:10)<BR>土・日・祝前日・祝日 15:00～23:30(L.O.22:45、ドリンクL.O.23:10),無,"{'line': '地下鉄銀座線', 'station_exit': {}, 'walk': '5', 'note': {}, 'station': '外苑前駅'}",3000,900,"['居酒屋', 'かに料理']"
526,キハチ 青山本店,35.669258,139.723517,http://mobile.gnavi.co.jp/shop/a077909/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/76rurm1a0000/t_000m.jpg,月～日 ランチ：11:30～14:30(L.O.14:30)<BR>月～日 ティー：14:30～17:00(L.O.17:00)<BR>月～日 ディナー：18:00～22:30(L.O.21:30)<BR>日・祝日 ディナー：18:00～21:30(L.O.20:30),※12月３１日～１月２日   １月３日 １７時OPEN,"{'line': '都営大江戸線', 'station_exit': '1番出口', 'walk': '5', 'note': {}, 'station': '青山一丁目駅'}",6000,2500,"['フレンチ(フランス料理)', {'@attributes': {'order': '1'}}]"
527,ワールドプロジェクト かわいい カフェ ,35.667981,139.707644,http://mobile.gnavi.co.jp/shop/gej4800/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/cxxzx1zv0000/t_001l.jpg, 10:30～22:00(L.O.21:00、ドリンクL.O.21:30),不定休日あり<BR>※定休日は原宿アルタの休みに準じます。,"{'line': 'ＪＲ', 'station_exit': '竹下口', 'walk': '2', 'note': {}, 'station': '原宿駅'}",1500,1500,"['カフェ', 'パーティールーム・スペース']"
